RajagopalContact,0,2023-11-01,6.46894897
RajagopalContact,0,2023-11-01,6.472965717
RajagopalContact,0,2023-11-01,6.475697403
RajagopalContact,0,2023-11-01,6.478197075
RajagopalContact,0,2023-11-01,6.479995978
RajagopalContact,0,2023-11-01,6.480863339
RajagopalContact,0,2023-11-01,6.482243047
RajagopalContact,0,2023-11-01,6.483075912
RajagopalContact,0,2023-11-01,6.48996239
RajagopalContact,0,2023-11-01,6.490732854
RajagopalContact,0,2023-11-01,6.498567252
RajagopalContact,0,2023-11-01,6.502729842
RajagopalContact,0,2023-11-01,6.502972771
RajagopalContact,0,2023-11-01,6.509162492
RajagopalContact,0,2023-11-01,6.511166823
RajagopalContact,0,2023-11-01,6.52493987
RajagopalContact,0,2023-11-01,6.527064241
RajagopalContact,0,2023-11-01,6.5306873119999995
RajagopalContact,0,2023-11-01,6.588369727
RajagopalContact,0,2023-11-01,6.591526804
RajagopalContact,0,2023-11-01,6.600270063
RajagopalContact,0,2023-11-01,6.600522763
RajagopalContact,0,2023-11-01,6.610062855
RajagopalContact,0,2023-11-01,6.610952121
RajagopalContact,0,2023-11-01,6.613624026
RajagopalContact,0,2023-11-01,6.613662903
RajagopalContact,0,2023-11-01,6.613756567
RajagopalContact,0,2023-11-01,6.616373124
RajagopalContact,0,2023-11-01,6.622299519
RajagopalContact,0,2023-11-01,6.623173905
RajagopalContact,0,2023-11-01,6.637493607
RajagopalContact,0,2023-11-01,6.650172026
RajagopalContact,0,2023-11-01,6.708395708
RajagopalContact,0,2023-11-01,6.718806752
RajagopalContact,0,2023-11-01,6.722240333
RajagopalContact,0,2023-11-01,6.743828461
RajagopalContact,0,2023-11-01,6.744438208
RajagopalContact,0,2023-11-01,6.745534051
RajagopalContact,0,2023-11-01,6.7488614160000004
RajagopalContact,0,2023-11-01,6.770173532
RajagopalContact,0,2023-11-01,6.790951936
RajagopalContact,0,2023-11-01,6.796747734
RajagopalContact,0,2023-11-01,6.799488799
RajagopalContact,0,2023-11-01,6.807594606
RajagopalContact,0,2023-11-01,6.80781068
RajagopalContact,0,2023-11-01,6.8247558680000004
RajagopalContact,0,2023-11-01,6.825425743
RajagopalContact,0,2023-11-01,6.82701323
RajagopalContact,0,2023-11-01,6.831672816
RajagopalContact,0,2023-11-01,6.837798734
RajagopalFreeFall,0,2023-11-01,4.500762118
